Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S44788180,Wilson's Phalarope,Phalaropus tricolor,6110,3,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2014-11-04,07:24 AM,eBird - Traveling Count,324,1,14.484,,2,,,"65-70 degrees, overcast, wind 5-15 mph NE.",
S56278483,Wilson's Phalarope,Phalaropus tricolor,6110,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2016-09-21,01:49 PM,eBird - Traveling Count,41,1,.644,,7,,,"80 degrees, overcast, light north breeze.",
S24378244,Wilson's Phalarope,Phalaropus tricolor,6110,X,US-CA,Santa Clara,L231517,Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible),37.4541093,-121.974181,2017-04-21,11:50 AM,eBird - Traveling Count,97,1,1.931,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S38905297,Red-necked Phalarope,Phalaropus lobatus,6111,1,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2016-04-13,09:33 AM,eBird - Traveling Count,75,1,1.609,,4,,Continuing bird. Dark eye patch distinguished it from Wilson's Phalarope.,"77-82 degrees. Mostly clear skies, little to no breeze.",
S38323056,Red-necked Phalarope,Phalaropus lobatus,6111,10,US-CA,San Francisco,L6123840,Farallon Islands,37.69922,-122.997355,2015-09-05,08:05 AM,eBird - Traveling Count,180,1,32.187,,1,,,Boat ride to Farallon Islands ,
S28919233,Spotted Sandpiper,Actitis macularius,6116,1,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2016-06-14,09:25 AM,eBird - Traveling Count,150,1,2.414,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S67680025,Spotted Sandpiper,Actitis macularius,6116,1,US-TX,Comal,L11225389,Double Eagle Ranch Dr. (Private),30.1569812,-97.4866146,2019-05-11,07:35 AM,eBird - Traveling Count,55,1,1.609,,1,,,"68 degrees, clear sky, little to no wind.",
S59397701,Spotted Sandpiper,Actitis macularius,6116,1,US-TX,Dallas,L783521,Crescent Bend Nature Park (Bexar Co.),29.5502272,-98.2325739,2018-04-23,07:46 AM,eBird - Traveling Count,82,1,3.086,,1,,,,
S41031160,Spotted Sandpiper,Actitis macularius,6116,1,US-TX,Cameron,L619020,Surfside Beach & Jetty (UTC 106),28.9381014,-95.295217,2018-06-28,08:48 AM,eBird - Traveling Count,170,1,1.448,,1,,,,
S31872803,Spotted Sandpiper,Actitis macularius,6116,1,US-TX,Aransas,L770565,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,2019-04-04,11:00 AM,eBird - Traveling Count,33,1,.161,,1,,,,
S38185895,Spotted Sandpiper,Actitis macularius,6116,1,US-AZ,Coconino,L269402,Kaibab NF--Kaibab Lake,35.2845,-112.155,2020-07-01,05:55 AM,eBird - Traveling Count,110,1,.805,,1,,,,
S29588285,Spotted Sandpiper,Actitis macularius,6116,1,US-TX,Williamson,L284140,Canyon Lake--Dam & Nature Trl below dam (HOTE 073),29.8696133,-98.1951008,2016-07-21,11:59 AM,eBird - Traveling Count,43,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.2.0 Build 62",
S41295224,Spotted Sandpiper,Actitis macularius,6116,2,US-TX,Bastrop,L270567,White Rock Lake & Old Fish Hatchery (PPW-W 086),32.8156276,-96.7264652,2016-02-05,03:36 PM,eBird - Traveling Count,74,1,1.207,,1,,,,
S54581782,Spotted Sandpiper,Actitis macularius,6116,1,US-TX,Brazoria,L366519,Lewisville Lake Park,33.0703978,-96.9915962,2017-12-23,09:58 AM,eBird - Traveling Count,34,1,1.609,,1,,,,
S36184027,Spotted Sandpiper,Actitis macularius,6116,1,US-TX,Harris,L3558020,High Island--Oilfield Road SE (access revoked),29.553829,-94.383573,2016-03-24,06:20 PM,eBird - Traveling Count,42,1,1.609,,2,,,,
S62714013,Spotted Sandpiper,Actitis macularius,6116,2,US-TX,Brewster,L249889,Edinburg Scenic Wetlands WBC (LTC 061),26.2905822,-98.1351909,2014-07-10,02:35 PM,eBird - Traveling Count,110,1,.966,,1,,,,
S56278483,Spotted Sandpiper,Actitis macularius,6116,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2016-09-21,01:49 PM,eBird - Traveling Count,41,1,.644,,7,,,"80 degrees, overcast, light north breeze.",
S44788180,Solitary Sandpiper,Tringa solitaria,6119,3,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2014-11-04,07:24 AM,eBird - Traveling Count,324,1,14.484,,2,,,"65-70 degrees, overcast, wind 5-15 mph NE.",
S134634029,Solitary Sandpiper,Tringa solitaria,6119,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2017-07-23,01:46 PM,eBird - Traveling Count,71,1,.542,,1,,,,
S38365653,Wandering Tattler,Tringa incana,6123,1,US-CA,Santa Cruz,L4025088,Coast Dairies SP--coastal area SE of Bonny Doon Rd.,36.9945667,-122.1711445,2017-05-12,04:30 PM,eBird - Casual Observation,,0,,,1,,,,
S26954086,Greater Yellowlegs,Tringa melanoleuca,6126,1,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2018-10-30,08:33 AM,eBird - Traveling Count,320,1,8.047,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S40836357,Greater Yellowlegs,Tringa melanoleuca,6126,2,US-TX,Cameron,L386461,"Crab Rd, Surfside",28.9488985,-95.296526,2019-05-10,07:35 AM,eBird - Traveling Count,29,1,.483,,1,,,,
S50964621,Greater Yellowlegs,Tringa melanoleuca,6126,1,US-TX,Tarrant,L8303956,Hwy 75 S Frontage Road,33.249934,-96.620767,2017-11-18,10:02 AM,eBird - Casual Observation,,0,,,1,,Standing in a partially flooded field now far from the road,,
S53635448,Greater Yellowlegs,Tringa melanoleuca,6126,3,US-TX,Bastrop,L989665,Wolf Springs Rd. E.  (incl. Blue Sky Sod Farm),32.5590397,-96.5870762,2014-07-09,10:14 AM,eBird - Traveling Count,110,1,6.437,,1,,,"75 degrees, clear, wind 10-20 mph.",
S36184027,Greater Yellowlegs,Tringa melanoleuca,6126,1,US-TX,Harris,L3558020,High Island--Oilfield Road SE (access revoked),29.553829,-94.383573,2016-03-24,06:20 PM,eBird - Traveling Count,42,1,1.609,,2,,,,
S62742246,Greater Yellowlegs,Tringa melanoleuca,6126,2,US-TX,Brewster,L259855,Estero Llano Grande SP WBC (LTC 054),26.1268335,-97.9578167,2018-02-04,08:50 AM,eBird - Traveling Count,212,1,4.509,,1,,,"70 degrees, overcast, wind 5-10 mph.",
S28922958,Greater Yellowlegs,Tringa melanoleuca,6126,1,US-TX,Fort Bend,L225644,"Holt Paradise Pond, Port Aransas",27.8342117,-97.0720157,2016-06-14,01:55 PM,eBird - Traveling Count,54,1,.161,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S27323305,Greater Yellowlegs,Tringa melanoleuca,6126,4,US-TX,Collin,L4221335,CR 347,30.66948,-97.420418,2019-04-20,10:45 AM,eBird - Casual Observation,0,0,,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S26676541,Willet,Tringa semipalmata,6130,1,US-TX,Galveston,L130767,Aransas NWR (CTC 037) (Aransas Co.),28.3108004,-96.8011664,2018-06-30,11:55 AM,eBird - Traveling Count,173,1,24.14,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S40836357,Willet,Tringa semipalmata,6130,5,US-TX,Cameron,L386461,"Crab Rd, Surfside",28.9488985,-95.296526,2019-05-10,07:35 AM,eBird - Traveling Count,29,1,.483,,1,,,,
S31872803,Willet,Tringa semipalmata,6130,4,US-TX,Aransas,L770565,South Padre Is.--Birding and Nature Center,26.1374859,-97.1735573,2019-04-04,11:00 AM,eBird - Traveling Count,33,1,.161,,1,,,,
S44788180,Willet,Tringa semipalmata,6130,4,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2014-11-04,07:24 AM,eBird - Traveling Count,324,1,14.484,,2,,,"65-70 degrees, overcast, wind 5-15 mph NE.",
S36172944,Willet,Tringa semipalmata,6130,3,US-TX,Harris,L1141373,"Bob Road, Bolivar",29.4630283,-94.6309519,2016-03-24,01:10 PM,eBird - Traveling Count,26,1,.322,,2,,,,
S56276457,Willet,Tringa semipalmata,6130,1,US-TX,Fort Bend,L1344227,Charlie's Pasture South Boardwalk (off TX-361),27.81398,-97.080079,2016-09-21,01:28 PM,eBird - Stationary Count,8,1,,,7,,,,
S92196784,Willet,Tringa semipalmata,6130,1,US-CA,Santa Cruz,L388045,Santa Cruz Municipal Wharf,36.959035,-122.0182907,2019-12-29,01:04 PM,eBird - Traveling Count,117,1,2.21,,1,,,,
S38905297,Lesser Yellowlegs,Tringa flavipes,6133,4,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2016-04-13,09:33 AM,eBird - Traveling Count,75,1,1.609,,4,,,"77-82 degrees. Mostly clear skies, little to no breeze.",
S40836357,Lesser Yellowlegs,Tringa flavipes,6133,3,US-TX,Cameron,L386461,"Crab Rd, Surfside",28.9488985,-95.296526,2019-05-10,07:35 AM,eBird - Traveling Count,29,1,.483,,1,,,,
S36169788,Lesser Yellowlegs,Tringa flavipes,6133,1,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2016-03-24,08:22 AM,eBird - Traveling Count,155,1,2.414,,1,,,,
S36184027,Lesser Yellowlegs,Tringa flavipes,6133,2,US-TX,Harris,L3558020,High Island--Oilfield Road SE (access revoked),29.553829,-94.383573,2016-03-24,06:20 PM,eBird - Traveling Count,42,1,1.609,,2,,,,
S56276457,Lesser Yellowlegs,Tringa flavipes,6133,1,US-TX,Fort Bend,L1344227,Charlie's Pasture South Boardwalk (off TX-361),27.81398,-97.080079,2016-09-21,01:28 PM,eBird - Stationary Count,8,1,,,7,,,,
S40836357,Greater/Lesser Yellowlegs,Tringa melanoleuca/flavipes,6134,1,US-TX,Cameron,L386461,"Crab Rd, Surfside",28.9488985,-95.296526,2019-05-10,07:35 AM,eBird - Traveling Count,29,1,.483,,1,,,,
S27709055,Greater/Lesser Yellowlegs,Tringa melanoleuca/flavipes,6134,3,US-TX,Brewster,L129085,Santa Ana NWR (LTC 059),26.0813003,-98.1351399,2016-05-12,12:07 PM,eBird - Traveling Count,146,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S38323056,Common Murre,Uria aalge,6288,100,US-CA,San Francisco,L6123840,Farallon Islands,37.69922,-122.997355,2015-09-05,08:05 AM,eBird - Traveling Count,180,1,32.187,,1,,,Boat ride to Farallon Islands ,
S24369520,Common Murre,Uria aalge,6288,1,US-CA,Santa Cruz,L839427,Santa Cruz Harbor--lower harbor and jetty,36.9630553,-122.0021118,2016-05-06,04:00 PM,eBird - Traveling Count,55,1,.161,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S38340341,Pigeon Guillemot,Cepphus columba,6313,4,US-CA,San Francisco,L1006665,Lands End,37.7862499,-122.5063992,2018-03-29,03:40 PM,eBird - Traveling Count,100,1,1.609,,1,,,,
S38365653,Pigeon Guillemot,Cepphus columba,6313,4,US-CA,Santa Cruz,L4025088,Coast Dairies SP--coastal area SE of Bonny Doon Rd.,36.9945667,-122.1711445,2017-05-12,04:30 PM,eBird - Casual Observation,,0,,,1,,,,
S38323056,Cassin's Auklet,Ptychoramphus aleuticus,6336,5,US-CA,San Francisco,L6123840,Farallon Islands,37.69922,-122.997355,2015-09-05,08:05 AM,eBird - Traveling Count,180,1,32.187,,1,,,Boat ride to Farallon Islands ,
S38323056,Rhinoceros Auklet,Cerorhinca monocerata,6343,2,US-CA,San Francisco,L6123840,Farallon Islands,37.69922,-122.997355,2015-09-05,08:05 AM,eBird - Traveling Count,180,1,32.187,,1,,,Boat ride to Farallon Islands ,
S38323056,Tufted Puffin,Fratercula cirrhata,6350,4,US-CA,San Francisco,L6123840,Farallon Islands,37.69922,-122.997355,2015-09-05,08:05 AM,eBird - Traveling Count,180,1,32.187,,1,,,Boat ride to Farallon Islands ,
S33349374,Bonaparte's Gull,Chroicocephalus philadelphia,6368,5,US-TX,Dallas,L275885,Braunig Lake (HOTE 101),29.2518777,-98.3931431,2019-12-28,03:35 PM,eBird - Traveling Count,75,1,.644,,2,,,,
S34022576,Bonaparte's Gull,Chroicocephalus philadelphia,6368,1,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2016-02-21,02:15 PM,eBird - Traveling Count,28,1,.161,,1,,,,
S53644805,Bonaparte's Gull,Chroicocephalus philadelphia,6368,X,US-TX,Bastrop,L270567,White Rock Lake & Old Fish Hatchery (PPW-W 086),32.8156276,-96.7264652,2014-07-09,02:46 PM,eBird - Traveling Count,50,1,1.207,,1,,,,
S27323224,Bonaparte's Gull,Chroicocephalus philadelphia,6368,1,US-TX,Collin,L4221319,US-TX-Granger-600-604 County Road 389 - 30.6842x-97.4087,30.684238,-97.408719,2019-04-20,07:46 AM,eBird - Traveling Count,20,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S27192125,Laughing Gull,Leucophaeus atricilla,6396,6,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2019-05-14,12:20 PM,eBird - Traveling Count,115,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S40836357,Laughing Gull,Leucophaeus atricilla,6396,150,US-TX,Cameron,L386461,"Crab Rd, Surfside",28.9488985,-95.296526,2019-05-10,07:35 AM,eBird - Traveling Count,29,1,.483,,1,,,,
S40573242,Laughing Gull,Leucophaeus atricilla,6396,300,US-TX,Aransas,L287881,Brownsville Landfill (LTC 041),25.9380025,-97.3939785,2017-07-04,09:40 AM,eBird - Traveling Count,120,1,1.207,,1,,,,
S29175604,Laughing Gull,Leucophaeus atricilla,6396,1,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2016-05-08,09:10 AM,eBird - Traveling Count,92,0,4.828,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S36172944,Laughing Gull,Leucophaeus atricilla,6396,6,US-TX,Harris,L1141373,"Bob Road, Bolivar",29.4630283,-94.6309519,2016-03-24,01:10 PM,eBird - Traveling Count,26,1,.322,,2,,,,
S35030290,Laughing Gull,Leucophaeus atricilla,6396,1,US-TX,Brewster,L246727,Anzalduas Park (LTC 068),26.1384105,-98.3327866,2014-03-12,01:54 PM,eBird - Traveling Count,84,1,1.609,,1,,,,
S71016374,Laughing Gull,Leucophaeus atricilla,6396,1,US-TX,Fort Bend,L11808712,"Avenue J, Port Aransas",27.824468,-97.066651,2016-03-25,08:55 AM,eBird - Stationary Count,8,1,,,1,,,,
S54580292,Franklin's Gull,Leucophaeus pipixcan,6400,365,US-TX,Brazoria,L1050285,Lewisville Lake Environmental Learning Area (LLELA),33.0662579,-96.9750008,2017-12-23,08:28 AM,eBird - Traveling Count,68,1,5.529,,1,,Flying overhead in many small to medium sized groups,,
S67352528,Franklin's Gull,Leucophaeus pipixcan,6400,3,US-TX,Collin,L849838,Booty's Road Park,30.6632943,-97.7160931,2015-07-26,09:03 AM,eBird - Traveling Count,62,1,1.207,,1,,,,
S92781004,Heermann's Gull,Larus heermanni,6418,2,US-CA,Santa Cruz,L713779,San Lorenzo River mouth,36.9638097,-122.0124171,2019-12-29,11:51 AM,eBird - Traveling Count,73,1,2.457,,1,,,,
S33349374,Ring-billed Gull,Larus delawarensis,6427,3,US-TX,Dallas,L275885,Braunig Lake (HOTE 101),29.2518777,-98.3931431,2019-12-28,03:35 PM,eBird - Traveling Count,75,1,.644,,2,,,,
S40839716,Ring-billed Gull,Larus delawarensis,6427,1,US-TX,Cameron,L391761,San Luis Pass (Folletts I.)(UTC 103),29.078807,-95.1294458,2019-05-10,08:31 AM,eBird - Traveling Count,14,1,.405,,1,,,,
S41287215,Ring-billed Gull,Larus delawarensis,6427,1,US-TX,Tarrant,L3236111,County Road 971,33.318382,-96.628764,2016-02-05,09:20 AM,eBird - Traveling Count,70,1,2.414,,1,,,,
S26908911,Ring-billed Gull,Larus delawarensis,6427,7,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2014-04-19,10:22 AM,eBird - Traveling Count,50,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S53651279,Ring-billed Gull,Larus delawarensis,6427,10,US-TX,Bastrop,L775386,McInnish Park,32.9635946,-96.9416428,2014-07-09,05:15 PM,eBird - Traveling Count,71,1,1.609,,1,,,"77 degrees, clear, little to no wind.",
S54581782,Ring-billed Gull,Larus delawarensis,6427,3,US-TX,Brazoria,L366519,Lewisville Lake Park,33.0703978,-96.9915962,2017-12-23,09:58 AM,eBird - Traveling Count,34,1,1.609,,1,,,,
S29156554,Ring-billed Gull,Larus delawarensis,6427,2,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2018-10-19,02:20 PM,eBird - Traveling Count,25,1,.161,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S33589249,Ring-billed Gull,Larus delawarensis,6427,1,US-TX,Nueces,L366758,Archbishop Fiorenza Park--W.of Eldridge Pkwy (Eldridge Retention Basin),29.7193575,-95.6289482,2018-02-03,03:41 PM,eBird - Traveling Count,81,1,1.287,,1,,,,
S85765794,Ring-billed Gull,Larus delawarensis,6427,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2015-10-09,05:20 PM,eBird - Traveling Count,66,1,1.028,,2,,,"60 degrees, strong northern wind.",
S65224353,Ring-billed Gull,Larus delawarensis,6427,50,US-TX,Bexar,L122362,Village Creek Drying Beds (PPW-W 083),32.7842795,-97.1266181,2017-07-25,05:26 PM,eBird - Traveling Count,30,1,.851,,1,,,,
S98221666,Ring-billed Gull,Larus delawarensis,6427,28,US-TX,Collin,L868594,Granger Lake--Wilson H. Fox Park,30.681953,-97.3535872,2018-07-04,08:15 AM,eBird - Traveling Count,130,1,2.816,,2,,,,
S38323056,Western Gull,Larus occidentalis,6432,X,US-CA,San Francisco,L6123840,Farallon Islands,37.69922,-122.997355,2015-09-05,08:05 AM,eBird - Traveling Count,180,1,32.187,,1,,,Boat ride to Farallon Islands ,
S24369614,Western Gull,Larus occidentalis,6432,4,US-CA,Santa Cruz,L3810319,Marine Parade,36.967397,-122.005289,2016-05-06,03:10 PM,eBird - Stationary Count,20,1,,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S38323056,California Gull,Larus californicus,6437,X,US-CA,San Francisco,L6123840,Farallon Islands,37.69922,-122.997355,2015-09-05,08:05 AM,eBird - Traveling Count,180,1,32.187,,1,,,Boat ride to Farallon Islands ,
S24332688,California Gull,Larus californicus,6437,1,US-CA,Santa Clara,L1608963,Penitencia Creek Trail,37.3924312,-121.8375721,2016-05-07,07:40 PM,eBird - Traveling Count,45,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S38365653,California Gull,Larus californicus,6437,3,US-CA,Santa Cruz,L4025088,Coast Dairies SP--coastal area SE of Bonny Doon Rd.,36.9945667,-122.1711445,2017-05-12,04:30 PM,eBird - Casual Observation,,0,,,1,,,,
S27192125,Herring Gull,Larus argentatus,6440,1,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2019-05-14,12:20 PM,eBird - Traveling Count,115,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S40836357,Herring Gull,Larus argentatus,6440,1,US-TX,Cameron,L386461,"Crab Rd, Surfside",28.9488985,-95.296526,2019-05-10,07:35 AM,eBird - Traveling Count,29,1,.483,,1,,,,
S40573242,Herring Gull,Larus argentatus,6440,1,US-TX,Aransas,L287881,Brownsville Landfill (LTC 041),25.9380025,-97.3939785,2017-07-04,09:40 AM,eBird - Traveling Count,120,1,1.207,,1,,,,
S44824088,Herring Gull,Larus argentatus,6440,1,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2017-12-24,09:55 AM,eBird - Traveling Count,54,1,1.609,,2,,,,
S30785880,Herring Gull,Larus argentatus,6440,1,US-TX,Fort Bend,L301943,Port Aransas Wetland Park (CTC 059),27.825,-97.071,2017-11-25,07:15 PM,eBird - Stationary Count,5,0,,,1,,,"<br />Submitted from eBird for iOS, version 1.2.2 Build 70",
S41031160,Lesser Black-backed Gull,Larus fuscus,6469,1,US-TX,Cameron,L619020,Surfside Beach & Jetty (UTC 106),28.9381014,-95.295217,2018-06-28,08:48 AM,eBird - Traveling Count,170,1,1.448,,1,,,,
S44824088,Glaucous Gull,Larus hyperboreus,6490,1,US-TX,Harris,L248017,Bolivar Flats Shorebird Sanctuary,29.3711371,-94.7287083,2017-12-24,09:55 AM,eBird - Traveling Count,54,1,1.609,,2,,"Continuing bird, just past parking area where you walk in.",,105042961 105042971
S30230855,Sooty Tern,Onychoprion fuscatus,6547,1,US-TX,Galveston,L338888,Rockport Beach Park,28.0308958,-97.0371276,2014-01-18,03:05 PM,eBird - Traveling Count,62,1,.805,,1,,"Perching down in the sunflowers near the blue port-a-potties where Seabreeze Drive makes a loop. Black bill, extensive black from top of the head all the way down the back.","<br />Submitted from eBird for iOS, version 1.2.1 Build 65",30252171 30252181 30252191
S85753007,Least Tern,Sternula antillarum,6569,1,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2015-10-09,01:21 PM,eBird - Traveling Count,158,1,7.725,,1,,,,
S29148296,Least Tern,Sternula antillarum,6569,1,US-TX,Harris,L1141373,"Bob Road, Bolivar",29.4630283,-94.6309519,2018-10-19,01:35 PM,eBird - Stationary Count,20,0,,,35,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S71205953,Least Tern,Sternula antillarum,6569,2,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2016-03-25,06:45 PM,eBird - Traveling Count,20,1,.322,,2,,,,
S30785848,Gull-billed Tern,Gelochelidon nilotica,6590,1,US-TX,Galveston,L775210,St. Joseph's Island--North Jetty (Aransas Co.),27.8374443,-97.0411205,2017-11-25,04:30 PM,eBird - Traveling Count,75,0,1.609,,1,,,"Birded San Jose Island from the beach. Numbers are estimates. <br />Submitted from eBird for iOS, version 1.2.2 Build 70",
S44788180,Gull-billed Tern,Gelochelidon nilotica,6590,3,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2014-11-04,07:24 AM,eBird - Traveling Count,324,1,14.484,,2,,,"65-70 degrees, overcast, wind 5-15 mph NE.",
S71205953,Gull-billed Tern,Gelochelidon nilotica,6590,1,US-TX,Fort Bend,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2016-03-25,06:45 PM,eBird - Traveling Count,20,1,.322,,2,,,,
S41031160,Caspian Tern,Hydroprogne caspia,6598,2,US-TX,Cameron,L619020,Surfside Beach & Jetty (UTC 106),28.9381014,-95.295217,2018-06-28,08:48 AM,eBird - Traveling Count,170,1,1.448,,1,,,,
S62753949,Caspian Tern,Hydroprogne caspia,6598,1,US-TX,Aransas,L283726,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),26.1400912,-97.1748233,2018-02-04,04:37 PM,eBird - Traveling Count,22,1,.55,,1,,,,
